TransactionID,CustomerID,MovieID,RentalDate,ReturnDate,RentalCost,LateFee,RewindFlag,CreatedDate,UpdatedDate
87A4851A-2776-4E85-8CD6-2E1388110CBF,3062B86E-66C1-4A23-BFE5-5753B180DF88,152C31C6-F3E8-454B-9B21-461416A89C58,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
924169BA-A449-4F0D-92EE-2F2DEDB100FC,23744E24-C344-4641-A0ED-326507C89C94,F8718447-40F5-468B-9C8D-BAC272B0FC43,20170103,20170107,4.95,1.00,0,2017-01-03,2017-01-07
5B365413-3938-4B75-AAC8-354D934ADF27,803B8043-D975-42FF-BC1A-CE99DB1844AD,8F6BE3F1-468B-4EA1-A7F3-1CAAE88BFBB3,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
6E90A0AF-6A3A-46EB-9A58-381E2432C453,C02CA2BF-06C2-454C-8BEB-B9867388716C,271820D5-3997-4CE5-A40B-FDC52F506DF5,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
F0F2FE18-B812-4097-8AE1-3E0B7D5006EF,706CCEE5-4E7B-42F7-953B-C86DF761586E,D899CD0F-0B0D-4A9A-BA1A-6B171AAE9A4C,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
7E269DB8-D5E9-4742-A3FF-3F31763A33EE,AA7AFFDE-B309-449D-AA74-D983A04DC043,F9FE3132-F7FB-406A-8F9B-A2314716DCDC,20170103,20170108,4.95,2.00,1,2017-01-03,2017-01-08
E8F06D95-71EB-452B-980B-3F6AC38AD28F,A64DCA71-D8CC-4F9F-AC07-68D5060DDACA,D899CD0F-0B0D-4A9A-BA1A-6B171AAE9A4C,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
EF02F47D-A551-44B2-91C6-40543D1D5DC1,CA15B5B8-C8E2-4467-8C61-66E703B5C482,F9FE3132-F7FB-406A-8F9B-A2314716DCDC,20170103,20170108,4.95,2.00,0,2017-01-03,2017-01-08
7AD99F87-6169-4898-ACC4-40EAD66CC356,FABC9F96-98D1-4381-B071-8797D4D2AEC7,152C31C6-F3E8-454B-9B21-461416A89C58,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
7A81C959-DA9F-42B0-8E58-41C8ADA681F5,21CB8446-CC8B-4EC5-9BB3-0AE95F8D3430,4A66B970-5FF0-40FA-A011-A5FF5EBF2B7C,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
EC467AFE-9146-4CFE-8E57-438A1B66A83F,4D25A206-1465-4617-A3CF-6C21BD28B6A9,8F6BE3F1-468B-4EA1-A7F3-1CAAE88BFBB3,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
93F79ADC-AE10-419A-A68C-463AEDDEC1A1,C95D4AFF-3AF1-4EB1-8E7B-1D5A7AB211BE,F8718447-40F5-468B-9C8D-BAC272B0FC43,20170103,20170107,4.95,1.00,1,2017-01-03,2017-01-07
A08A92EC-EED0-4A06-9BC3-47A349872532,70E9F4BF-CF0D-43A6-9337-FCA7AC292ACF,094CD260-BBBF-4E9A-9253-FAD4B935673A,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
D5E0550A-33EE-4F62-AA8F-488EA9C24A09,E430AFB5-3AE0-44DB-A0AF-9CA11AE80125,152C31C6-F3E8-454B-9B21-461416A89C58,20170103,20170108,4.95,2.00,1,2017-01-03,2017-01-08
84844D85-152D-4F35-8ED8-48B1458F983C,FB32BB33-BB45-4635-9601-34E812DB8906,271820D5-3997-4CE5-A40B-FDC52F506DF5,20170103,20170107,4.95,1.00,1,2017-01-03,2017-01-07
5F044DBF-8FE7-4820-956B-4B0D6826B51A,D6A63C46-FB25-44D5-A530-4742A997A17F,F9FE3132-F7FB-406A-8F9B-A2314716DCDC,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
6017558D-C6A2-4E47-BDAD-4CD3417ACA40,310887B6-5FF7-47CE-84A9-F350F9D92B9E,152C31C6-F3E8-454B-9B21-461416A89C58,20170103,20170108,4.95,2.00,1,2017-01-03,2017-01-08
81C3293F-B7DC-4D91-9094-4E1223C3DC80,D42EBFE4-37D9-4814-A01F-5301103D258A,731D66EC-79A0-46EB-8FD0-5C04F34FBCE6,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
BB0E0C37-F5C4-4F49-ADB0-4F23933D5B19,3291F9D7-B7CF-4D89-A634-61B9F231B8FA,37EE22A4-A04E-4EC9-B4DB-81CA67CF24B0,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
BF03ACBC-D742-4542-A074-5134DFBCF0DD,D666ACCF-F56C-4597-8053-4432782CCB99,D899CD0F-0B0D-4A9A-BA1A-6B171AAE9A4C,20170103,20170107,4.95,1.00,1,2017-01-03,2017-01-07
D77E8CCC-321B-4F09-AD19-5140B2CADA00,A384AD93-26A4-4ED1-89B5-526471BB4914,D8426A74-DD99-4B64-A817-1B3205474C7F,20170103,20170107,4.95,1.00,1,2017-01-03,2017-01-07
60C21D86-E2D8-4745-AA46-57E4978846D9,FE9DC508-6D22-49FD-99DC-F24F1C6D6089,44F4AF56-7C39-4340-B10E-56799D55ED62,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
A69A4381-5068-43F1-86DC-5AD120F6AA8D,25127C2C-4874-42BE-9567-2EBF26DB9ECD,094CD260-BBBF-4E9A-9253-FAD4B935673A,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
28B52DC5-D582-4EC2-9E64-5B38324A3D44,314D398A-551E-46C8-80DF-CD600FC1B760,271820D5-3997-4CE5-A40B-FDC52F506DF5,20170103,20170107,4.95,1.00,0,2017-01-03,2017-01-07
42292648-C0DF-40B9-B8F0-5B44920FA15B,32D9D5A3-773C-4C70-838D-7D7FA12A46DD,44F4AF56-7C39-4340-B10E-56799D55ED62,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
B5240A91-0968-4A10-9363-5D8C776BDCF7,BB2ACFEF-F4C2-40FE-9376-12D1BE6E27FE,8F6BE3F1-468B-4EA1-A7F3-1CAAE88BFBB3,20170103,20170107,4.95,1.00,0,2017-01-03,2017-01-07
AF829CA0-3C77-491A-AF06-63691B527EE7,6798EEE0-E899-4301-B8D1-59F3B40B63D1,271820D5-3997-4CE5-A40B-FDC52F506DF5,20170103,20170108,4.95,2.00,0,2017-01-03,2017-01-08
B3556EC5-2FDA-48EB-B9C9-659B1F38BBC9,06BC8405-A121-488B-856C-5655FCEF62BB,271820D5-3997-4CE5-A40B-FDC52F506DF5,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
0D4383A4-7F88-447C-B23F-65DC27A61644,32B40FAD-DD37-4565-AB81-3A21FD39FD2F,37EE22A4-A04E-4EC9-B4DB-81CA67CF24B0,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
5F790211-3517-4208-8E2A-68946F9F67FD,6F035883-3AC6-43A0-B466-EF2BF4B04798,8F6BE3F1-468B-4EA1-A7F3-1CAAE88BFBB3,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
E18E537A-8177-4E56-A2DE-6A53590BAA90,BD917FBB-565F-4006-BD32-923AEF5B2F37,F9FE3132-F7FB-406A-8F9B-A2314716DCDC,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
935B812B-589A-4E82-864D-6BFD4E9D6F26,BEDE2931-70FA-4EF9-AB82-41E7527FE65B,271820D5-3997-4CE5-A40B-FDC52F506DF5,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
84261452-74A1-4BB8-84E2-6C4B476C1F34,33F9CEC9-3046-4DA3-A381-EE6626945BCB,F9FE3132-F7FB-406A-8F9B-A2314716DCDC,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
3013E750-2A83-4A2E-A685-6C5C64C1B7DC,8C6188C5-AEB6-4E3F-8EA1-0D8F718755A5,D899CD0F-0B0D-4A9A-BA1A-6B171AAE9A4C,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
5908F94F-183C-4937-9657-6CC99AA32834,2581CA70-395C-4582-8A72-24AE7ED59330,8DDCCB91-424B-48AC-8124-12959F61207C,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
A76E202E-6B1E-4862-B989-716BA7F1A1D2,06AA4131-D334-4BA5-BE61-F8F5B5C397F7,8F6BE3F1-468B-4EA1-A7F3-1CAAE88BFBB3,20170103,20170107,4.95,1.00,1,2017-01-03,2017-01-07
5278820C-D116-4367-9CAF-7229BEE38B7D,B15FF7F9-11D7-48D8-9DA9-F1083D47318A,D8426A74-DD99-4B64-A817-1B3205474C7F,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
B22A2CFC-6619-4B23-8C9D-752667B643B2,1240FB05-6FD2-48A7-BC8A-095144B0F758,D899CD0F-0B0D-4A9A-BA1A-6B171AAE9A4C,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
13182434-5CC3-483C-B098-7A545ECEC126,91AB450F-09A1-4611-8F26-3D861C3304B0,4A66B970-5FF0-40FA-A011-A5FF5EBF2B7C,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
64CE6879-9865-4E1C-A9B1-7C7C904EB323,F8B369DE-73A9-454C-9C89-588AE10C46B9,8DDCCB91-424B-48AC-8124-12959F61207C,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
25B1317C-A9EF-41D6-91BE-7F4490CC5121,01E5C757-DF0C-4941-8E5E-279044086DB5,44F4AF56-7C39-4340-B10E-56799D55ED62,20170103,20170107,4.95,1.00,0,2017-01-03,2017-01-07
88E4F986-011E-4F73-BFE3-7F61F3CB71AB,797D5EC7-48F4-49EC-9266-0BB7180F252C,4A66B970-5FF0-40FA-A011-A5FF5EBF2B7C,20170103,20170107,4.95,1.00,1,2017-01-03,2017-01-07
1E40DB46-5AA9-4608-97CD-815A0CFD8537,5FA8CB33-6C30-4425-914B-3A25E8A73B52,8DDCCB91-424B-48AC-8124-12959F61207C,20170103,20170108,4.95,2.00,0,2017-01-03,2017-01-08
2BE9CDB6-8069-4CFA-98F3-83FB7172520E,396E2801-AB13-4ADF-BB09-F6A53383F63F,094CD260-BBBF-4E9A-9253-FAD4B935673A,20170103,20170107,4.95,1.00,1,2017-01-03,2017-01-07
D72710C5-DB12-4C87-A675-84C6629366F9,1BE58839-D0B4-44D2-A7A8-318221C99F6F,44F4AF56-7C39-4340-B10E-56799D55ED62,20170103,20170107,4.95,1.00,0,2017-01-03,2017-01-07
4EEBBC5E-927E-4371-9E41-8609600B9AED,58A6E6E5-B4CD-4A19-B4C0-5ECB1627038A,37EE22A4-A04E-4EC9-B4DB-81CA67CF24B0,20170103,20170108,4.95,2.00,1,2017-01-03,2017-01-08
6570892B-997A-4AC6-AA38-8C7CEB692A30,DB8CCAF2-E42F-457A-BBA0-2D3EE1826261,D8426A74-DD99-4B64-A817-1B3205474C7F,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
946630D2-2140-44A5-8409-8E42FD50B855,E27E87A0-9D3A-48C7-A4A4-E2F9D3410228,8F6BE3F1-468B-4EA1-A7F3-1CAAE88BFBB3,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
ECC375F3-0430-419B-8ED4-8F4D74C29102,1D6526FF-6FE2-4D54-B88A-5AD1AD27007A,D899CD0F-0B0D-4A9A-BA1A-6B171AAE9A4C,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
B01D0831-8723-44BB-8AB4-925F100ED572,0690DB2E-D4EE-4B73-8E3D-6694B1330B1B,8F6BE3F1-468B-4EA1-A7F3-1CAAE88BFBB3,20170103,20170107,4.95,1.00,0,2017-01-03,2017-01-07
983C818F-FB91-47F1-8A9F-931797EC252E,A3F0AAA0-6C49-4DF1-A565-2776848601C1,44F4AF56-7C39-4340-B10E-56799D55ED62,20170103,20170107,4.95,1.00,0,2017-01-03,2017-01-07
8C90E126-3F1E-4261-B392-9467CEB144F6,BCBD8C61-304F-4F6F-B922-C11400365BDE,731D66EC-79A0-46EB-8FD0-5C04F34FBCE6,20170103,20170108,4.95,2.00,1,2017-01-03,2017-01-08
2199BECF-435A-4906-B504-95CA1ECB45DB,D56AC638-70E1-42C2-8B47-A37B812B1DCA,152C31C6-F3E8-454B-9B21-461416A89C58,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
20AB5DED-E592-49EF-A5F0-97116B71C7BD,5E117FD6-6077-4E76-BA88-35D7F1D50B6B,152C31C6-F3E8-454B-9B21-461416A89C58,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
098EB119-9DE2-4F61-93D1-978C2F109339,482F0BD6-C167-4B30-8EBF-9ED1604402D0,44F4AF56-7C39-4340-B10E-56799D55ED62,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
7A07E90E-E9A0-4A72-9E07-99F13D596CB6,1091ABAD-5702-4061-8D3C-97E1DE2EC15D,D899CD0F-0B0D-4A9A-BA1A-6B171AAE9A4C,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
C26898A8-C9B3-49C0-B896-99F1A705BB60,B8B9CE77-91FC-4DFE-B691-89C96E6CFE47,731D66EC-79A0-46EB-8FD0-5C04F34FBCE6,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
A1B85765-192B-4118-A666-9A01E272562F,3955985F-77AB-4FA8-B34E-C87F72BE52CB,D8426A74-DD99-4B64-A817-1B3205474C7F,20170103,20170108,4.95,2.00,0,2017-01-03,2017-01-08
C0EBEB31-1154-4DA2-9566-9D30BF377288,156B955F-144C-464C-AEA0-71E054DFA891,F8718447-40F5-468B-9C8D-BAC272B0FC43,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
60C2507D-ACC7-4121-909D-9E4142F5D7BC,3AC5CF3A-ECB7-41E9-98FC-937D24F76D55,8F6BE3F1-468B-4EA1-A7F3-1CAAE88BFBB3,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
6187B38A-45C0-4191-91C7-9E4D7CAF89B2,D5F16015-3F57-4076-A8EF-4793BA1016EB,8DDCCB91-424B-48AC-8124-12959F61207C,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
DB552F17-5150-49F8-9D58-A3C823A6B2E9,0185BCF5-4098-4065-9C90-9B84E822A9A7,094CD260-BBBF-4E9A-9253-FAD4B935673A,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
FCE5E716-8E02-48A1-B9E1-A6908EDD1334,04C573A8-DABF-4B98-A8A0-676D2D323AEB,4A66B970-5FF0-40FA-A011-A5FF5EBF2B7C,20170103,20170108,4.95,2.00,1,2017-01-03,2017-01-08
C5681EF8-3224-4961-8A0B-A6D4FF8A9992,B5CD900B-2EAF-4FD7-B865-9833E97BF0CC,F8718447-40F5-468B-9C8D-BAC272B0FC43,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
EDD6D03D-95C9-4B9B-8EEF-AC28233D2BA6,000367E9-81DA-45D3-9391-DB4A3143C76E,152C31C6-F3E8-454B-9B21-461416A89C58,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
0F4E85A9-1241-466C-BF49-AD81CED358AF,01B4B2B3-E8C6-445B-8206-137477DE5560,271820D5-3997-4CE5-A40B-FDC52F506DF5,20170103,20170108,4.95,2.00,1,2017-01-03,2017-01-08
47623F8B-FAEA-432B-AA85-AE375FF32B65,D07919EB-5863-44A8-9CAC-4FF8242D2345,8F6BE3F1-468B-4EA1-A7F3-1CAAE88BFBB3,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
E7F5D608-688A-4AC5-9313-AEF3BA03EA47,28D189D2-C6F3-4775-A58D-12DAE82F50FE,F9FE3132-F7FB-406A-8F9B-A2314716DCDC,20170103,20170107,4.95,1.00,0,2017-01-03,2017-01-07
10B86D35-3AAF-49E8-A577-B2FFEE65CC24,319BD965-AA15-4017-87C1-5DF1ED690E3E,094CD260-BBBF-4E9A-9253-FAD4B935673A,20170103,20170107,4.95,1.00,0,2017-01-03,2017-01-07
D765FEFC-7A98-43EC-B79B-B58AB5FA9A05,B1EB714B-95A6-4769-8B52-516F9FAD8F30,F9FE3132-F7FB-406A-8F9B-A2314716DCDC,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
EEB2448B-DC52-4E26-872B-B5A151BD3BEF,A9ED4649-DAD5-4DE0-9DBE-EBF71872E959,F9FE3132-F7FB-406A-8F9B-A2314716DCDC,20170103,20170108,4.95,2.00,0,2017-01-03,2017-01-08
7E8AFA2A-6431-401D-B73B-B8B385EABF8F,743C1A10-817C-4495-A5CD-FE41F28C0CEE,271820D5-3997-4CE5-A40B-FDC52F506DF5,20170103,20170107,4.95,1.00,1,2017-01-03,2017-01-07
A1EE82BF-2549-4601-B6F6-BF507F0A8810,D0257B82-E1EC-4011-A1C7-902736D1EBAF,8DDCCB91-424B-48AC-8124-12959F61207C,20170103,20170107,4.95,1.00,0,2017-01-03,2017-01-07
7692ECB2-FEE0-4913-9301-BF96F8142193,0CB25692-6FD8-4E6B-BB4C-55D8A8C33BCE,D8426A74-DD99-4B64-A817-1B3205474C7F,20170103,20170107,4.95,1.00,1,2017-01-03,2017-01-07
28F2F367-F1CA-4EE8-AE54-BFBE5513A5D3,2E52091F-049D-49B9-A3DE-335E1432C873,D899CD0F-0B0D-4A9A-BA1A-6B171AAE9A4C,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
1ADD2468-02FF-4148-B888-C36E662C6D8A,8AD7BE72-568A-44B7-A512-1A472D0BE270,8F6BE3F1-468B-4EA1-A7F3-1CAAE88BFBB3,20170103,20170108,4.95,2.00,0,2017-01-03,2017-01-08
C61A9C83-B368-40D4-8F0E-C4F8EB5CF249,4F4C2A71-43E1-4CCF-9119-4CE81A541FFD,731D66EC-79A0-46EB-8FD0-5C04F34FBCE6,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
309AAD6F-8A94-4B4A-B3DB-C96C2C96CFB6,D7125DBE-F242-4D62-B817-9FF04F463420,F8718447-40F5-468B-9C8D-BAC272B0FC43,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
1B67BF4E-07E3-48B0-8855-CA4D548814E2,D9AE66B2-F4B9-40BB-B0BD-74769C47EBD9,D8426A74-DD99-4B64-A817-1B3205474C7F,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
1B61D783-A5D7-45D0-83A5-CC91557EB935,E094B10F-E12A-4101-97B7-7C4419D5F706,D899CD0F-0B0D-4A9A-BA1A-6B171AAE9A4C,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
368C3ADE-C02F-41DC-B0EB-CEFCA94B8DD7,B96279EA-1EFE-4FA6-8E02-7E75F81A25CE,37EE22A4-A04E-4EC9-B4DB-81CA67CF24B0,20170103,20170108,4.95,2.00,1,2017-01-03,2017-01-08
E7E87691-B92F-468C-9E91-D432F05453D8,E6942FBD-68FE-476B-B1EF-29D17EF82DC2,8F6BE3F1-468B-4EA1-A7F3-1CAAE88BFBB3,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
23BA4323-059A-4F2D-91B0-D5DE29B7C118,3B3D46CB-FDB6-494F-82DF-02101A02EDFD,8DDCCB91-424B-48AC-8124-12959F61207C,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
7C79E033-0794-47E7-8F5C-D7CC126B9673,4E4E6912-D983-4433-836D-1771033E25BD,37EE22A4-A04E-4EC9-B4DB-81CA67CF24B0,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
5393EA7C-FECE-4271-BEF6-D80BFF503870,B70B1F3B-190A-4B92-8C4E-8FB372590ED5,44F4AF56-7C39-4340-B10E-56799D55ED62,20170103,20170108,4.95,2.00,1,2017-01-03,2017-01-08
419A19A1-D803-4754-946C-D811BA31E6E4,4B302B91-A1D1-4C7A-BC98-8BBB37339124,F8718447-40F5-468B-9C8D-BAC272B0FC43,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
3A0A33FC-3DD8-4E14-8894-DA878D01F2E4,75C820EA-C108-4278-B527-78F59726CE00,44F4AF56-7C39-4340-B10E-56799D55ED62,20170103,20170106,4.95,0.00,1,2017-01-03,2017-01-06
F7D0F315-1F6B-441B-A256-DC37EF75B1CC,2FFA319D-B82D-48CE-83C0-A2755E996967,152C31C6-F3E8-454B-9B21-461416A89C58,20170103,20170106,4.95,0.00,0,2017-01-03,2017-01-06
